,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,health__pct_excessive_drinking,heart_disease_mortality_per_100k
986,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.471,0.054,0.236,0.091,0.516,0.218,0.195,0.028,0.008,0.959,0.005,0.003,0.180376611,0.386521308,0.304261645,0.128840436,14,14,0.301,0.376,0.122,0.092,0.301,14,35,5089,2520,b,0.211,348.713623
987,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.499,0.062,0.165,0.048,0.514,0.232,0.127,0.095,0.03,0.843,0.006,0.012,0.082423039,0.351539225,0.299900695,0.266137041,11,8,0.293,0.219,0.103,0.063,0.281,13,12.58,2030,1739,b,0.111,249.8801117
988,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.464,0.058,0.231,0.08,0.511,0.175,0.226,0.032,0.016,0.936,0,0,0.216699801,0.4055666,0.268389662,0.109343936,8,12,0.332,0.223,0.109,0.076,0.295,13,15.39,5050,3030,a,0.102,261.6298523
989,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.548,0.033,0.086,0.05,0.501,0.292,0.084,0.045,0.028,0.835,0.004,0.063,0.053373615,0.237663646,0.326283988,0.382678751,13,5,0.253,0.128,0.06,0.06,0.183,12,9.24,2279,1660,a,0.202,184.3184204
990,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.368,0.088,0.248,0.065,0.5,0.222,0.162,0.003,0,0.978,0.003,0.004,0.26135217,0.420787084,0.206861756,0.110998991,11,12,0.365,0.334,0.129,0.104,0.392,13,24.6,6899,3449,a,0.155,330.5906982
991,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.375,0.082,0.272,0.085,0.501,0.203,0.24,0.031,0.006,0.929,0.006,0,0.180541625,0.434302909,0.265797392,0.119358074,10,14,0.33,0.32,0.133,0.095,0.296,12,42.59,2859,8539,b,0.064,290.4348755
992,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Mining-dependent,0.457,0.056,0.22,0.112,0.509,0.238,0.18,0.062,0.019,0.811,0.062,0.002,0.14101291,0.387288977,0.296921549,0.174776564,12,13,0.309,0.21,0.123,0.08,0.327,10,22.06,2040,1649,a,0.115,383.7583923
993,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.373,0.092,0.247,0.119,0.508,0.218,0.212,0.143,0.003,0.79,0.055,0.014,0.14017769,0.25863771,0.423494571,0.17769003,8,11,0.245,0.416,0.099,0.052,0.199,10,25.79,1609,3170,b,0.144,261.4110718
994,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.568,0.03,0.181,0.09,0.498,0.229,0.202,0.028,0.005,0.95,0,0.002,0.094025465,0.36043095,0.348677767,0.196865818,14,12,0.342,0.217,0.124,0.069,0.343,11,52.17,4230,1219,b,0.128,293.2328491
995,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.379,0.095,0.237,0.07,0.497,0.189,0.194,0.023,0.013,0.976,0.001,0,0.2,0.491625616,0.171428571,0.136945813,11,14,0.337,0.381,0.118,0.093,0.342,14,30.3,5020,5579,b,0.082,328.3795166
996,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.535,0.047,0.174,0.066,0.484,0.242,0.155,0.161,0.005,0.803,0.003,0.021,0.181372549,0.37254902,0.315686275,0.130392157,12,10,0.328,0.225,0.094,0.059,0.297,11,23.27,2840,5680,b,0.195,268.0015564
997,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.396,0.086,0.299,0.115,0.479,0.234,0.141,0.048,0.201,0.715,0.009,0.008,0.178926441,0.420477137,0.268389662,0.132206759,13,11,0.334,0.243,0.117,0.091,0.303,13,27.77,4649,2520,b,0.123,337.9371948
998,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.512,0.051,0.139,0.088,0.482,0.212,0.215,0.023,0,0.94,0.016,0,0.104895105,0.378621379,0.324675325,0.191808192,12,9,0.327,0.181,0.126,0.077,0.293,11,42.71,2390,3630,a,0.139,217.9769287
1000,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.451,0.06,0.151,0.061,0.48,0.174,0.203,0.033,0.025,0.924,0,0.006,0.111553785,0.344621514,0.303784861,0.240039841,8,10,0.266,0.133,0.104,0.083,0.243,11,13.53,2980,2430,a,0.154,235.5493011
1002,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.445,0.074,0.279,0.102,0.518,0.229,0.172,0.026,0.384,0.549,0.011,0.016,0.181544634,0.382146439,0.306920762,0.129388164,12,14,0.358,0.233,0.164,0.098,0.319,13,38.77,4279,1929,b,0.087,330.1026611
1003,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.42,0.103,0.213,0.05,0.533,0.263,0.114,0.537,0.31,0.109,0.022,0.038,0.291583166,0.270541082,0.250501002,0.187374749,15,6,0.282,0.179,0.101,0.107,0.285,11,4.46,2079,2020,b,0.225,275.1286621
1004,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.483,0.041,0.23,0.136,0.507,0.257,0.186,0.065,0.003,0.855,0.074,0.004,0.097512438,0.400995025,0.303482587,0.19800995,15,7,0.326,0.416,0.133,0.055,0.37,10,58.71,3739,3770,a,0.167,300.6192017
1005,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.629,0.033,0.224,0.118,0.504,0.232,0.211,0.019,0,0.924,0.022,0.006,0.079207921,0.387128713,0.362376238,0.171287129,11,8,0.308,0.408,0.093,0.033,0.314,11,110.45,1010,5579,b,0.151,199.784729
1006,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.678,0.038,0.283,0.179,0.485,0.227,0.205,0.04,0.001,0.891,0.02,0.008,0.102487562,0.383084577,0.308457711,0.205970149,8,14,0.213,0.107,0.078,0.086,0.206,10,42.71,1990,2050,b,0.172,223.2600555
1007,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.444,0.055,0.216,0.099,0.444,0.211,0.111,0.038,0.149,0.788,0,0.006,0.11334002,0.390170512,0.326980943,0.169508526,11,8,0.36,0.256,0.113,0.088,0.275,12,19.57,6810,3440,b,0.188,290.6887512
1008,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.472,0.049,0.137,0.024,0.493,0.215,0.161,0.04,0.052,0.897,0.003,0.009,0.124877089,0.402163225,0.321533923,0.151425762,10,10,0.317,0.294,0.098,0.073,0.323,13,19.07,2930,1840,a,0.189,312.5735474
1010,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.407,0.079,0.231,0.066,0.496,0.216,0.179,0.022,0.028,0.94,0.003,0.01,0.189860835,0.421471173,0.27833002,0.110337972,10,12,0.342,0.331,0.128,0.085,0.311,12,37.42,1279,5199,b,0.197,311.9519348
1011,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.384,0.089,0.24,0.08,0.486,0.214,0.184,0.105,0.012,0.808,0.071,0.015,0.12751004,0.319277108,0.408634538,0.144578313,11,12,0.344,0.226,0.126,0.064,0.255,11,15.85,2150,2239,a,0.198,268.2554321
1012,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.583,0.038,0.152,0.052,0.498,0.215,0.202,0.098,0.008,0.873,0.008,0.021,0.106382979,0.34751773,0.378926039,0.167173252,11,11,0.32,0.203,0.084,0.07,0.292,12,13.85,1990,2529,a,0.19,233.1794739
1013,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.412,0.051,0.289,0.076,0.51,0.254,0.123,0.397,0.021,0.541,0.02,0.006,0.202581927,0.250248262,0.313803376,0.233366435,16,7,0.277,0.224,0.085,0.063,0.268,9,17.91,2850,1699,a,0.209,269.6127014
1015,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.452,0.071,0.299,0.108,0.513,0.184,0.26,0.065,0.027,0.901,0.003,0.012,0.127254509,0.304609218,0.342685371,0.225450902,10,13,0.252,0.205,0.102,0.069,0.236,13,14.03,1989,1300,a,0.21,234.3583832
1016,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.631,0.031,0.188,0.104,0.513,0.234,0.182,0.028,0.004,0.942,0.021,0.003,0.082178218,0.286138614,0.40990099,0.221782178,17,8,0.283,0.425,0.084,0.076,0.292,13,110.45,8190,3650,a,0.216,223.4949341
1019,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.516,0.049,0.146,0.04,0.493,0.224,0.177,0.032,0.035,0.911,0.004,0.005,0.0775428,0.421953676,0.345417925,0.155085599,12,13,0.353,0.212,0.093,0.076,0.29,10,14.82,2649,1610,b,0.148,313.4100647
1021,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.468,0.039,0.255,0.118,0.502,0.284,0.135,0.047,0.009,0.935,0.004,0.003,0.252736318,0.367164179,0.23880597,0.141293532,16,10,0.315,0.234,0.113,0.071,0.308,14,17.14,4079,2450,b,0.156,297.3431396
1022,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.425,0.056,0.179,0.067,0.473,0.23,0.153,0.018,0.061,0.888,0.006,0.007,0.132482826,0.424926398,0.313052012,0.129538763,11,10,0.324,0.256,0.112,0.09,0.306,14,13.1,1950,2359,b,0.12,291.4072571
1024,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.474,0.062,0.222,0.059,0.529,0.221,0.161,0.02,0.1,0.854,0.011,0.007,0.173562059,0.390514632,0.277497477,0.158425832,12,11,0.366,0.207,0.131,0.07,0.295,14,24.03,3680,4279,b,0.151,322.7962036
1025,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.483,0.066,0.177,0.053,0.518,0.232,0.139,0.045,0.473,0.409,0.009,0.02,0.100790514,0.273715415,0.394268775,0.231225296,14,9,0.371,0.181,0.124,0.094,0.268,12,7.78,1740,2519,b,0.079,285.8348694
1027,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.503,0.034,0.382,0.182,0.49,0.321,0.095,0.528,0.019,0.377,0.015,0.08,0.365287588,0.265388496,0.259334006,0.109989909,19,6,0.325,0.48,0.089,0.064,0.273,10,26.37,4489,3129,b,0.13,268.0119019
1028,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.449,0.044,0.287,0.152,0.507,0.258,0.147,0.182,0.012,0.783,0.008,0.003,0.155870445,0.37145749,0.317813765,0.1548583,13,9,0.295,0.163,0.096,0.065,0.271,10,29.96,3380,1939,a,0.202,321.2831116
1030,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.538,0.039,0.194,0.099,0.458,0.219,0.194,0.074,0.005,0.838,0.104,0.007,0.11641791,0.31840796,0.342288557,0.222885572,15,9,0.286,0.226,0.096,0.057,0.322,11,51.35,5039,2289,b,0.092,239.5338593
1031,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.461,0.049,0.166,0.032,0.519,0.248,0.129,0.028,0.187,0.755,0,0.012,0.129482072,0.337649402,0.304780876,0.228087649,12,9,0.307,0.224,0.115,0.091,0.28,13,21.25,3450,3079,a,0.122,313.8095703
1033,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.44,0.059,0.253,0.139,0.493,0.205,0.199,0.023,0.003,0.941,0.015,0,0.08358209,0.382089552,0.292537313,0.241791045,7,6,0.307,0.106,0.076,0.081,0.248,11,35.92,5690,2870,a,0.151,221.9211273
1035,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.416,0.088,0.298,0.079,0.505,0.253,0.147,0.026,0.35,0.608,0.005,0,0.209562564,0.414038657,0.225839268,0.150559512,14,10,0.38,0.175,0.112,0.124,0.344,12,26.32,2740,1490,b,0.097,380.1743774
1036,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.479,0.051,0.223,0.091,0.513,0.254,0.172,0.016,0.001,0.947,0.005,0.008,0.125502008,0.409638554,0.304216867,0.16064257,13,13,0.299,0.234,0.11,0.064,0.286,9,30.52,3579,2989,b,0.198,339.6332092
1037,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.434,0.059,0.222,0.071,0.506,0.241,0.16,0.024,0.038,0.911,0.002,0.005,0.198795181,0.411646586,0.236947791,0.152610442,13,12,0.307,0.261,0.132,0.095,0.311,14,26.01,3330,1399,b,0.145,306.7522583
1038,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.503,0.054,0.256,0.111,0.507,0.281,0.132,0.154,0.052,0.775,0.014,0.004,0.188362919,0.365877712,0.262327416,0.183431953,15,8,0.297,0.197,0.091,0.078,0.273,13,13.84,3080,2089,b,0.09,262.0037537
1039,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.507,0.072,0.254,0.128,0.501,0.191,0.186,0.023,0.011,0.949,0.007,0.009,0.043868395,0.324027916,0.282153539,0.34995015,10,10,0.24,0.136,0.066,0.066,0.19,11,23.56,1560,959,b,0.236,189.7695313
1040,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.376,0.075,0.264,0.059,0.44,0.191,0.18,0.021,0.506,0.456,0.009,0.005,0.232835821,0.411940299,0.226865672,0.128358209,11,10,0.387,0.23,0.149,0.134,0.332,11,20.9,3330,3360,a,0.207,333.7785645
1044,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.442,0.065,0.354,0.129,0.495,0.288,0.11,0.193,0.002,0.424,0.387,0,0.183026585,0.323108384,0.348670757,0.145194274,15,7,0.308,0.226,0.091,0.073,0.241,10,31.07,1429,1799,b,0.134,205.8056335
1045,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.41,0.066,0.262,0.059,0.517,0.197,0.159,0.039,0.232,0.7,0.008,0,0.130478088,0.34063745,0.293824701,0.235059761,11,10,0.324,0.121,0.11,0.083,0.314,11,17,2570,1899,b,0.187,343.1459656
1048,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.589,0.064,0.12,0.09,0.49,0.234,0.19,0.037,0.004,0.952,0.009,0.005,0.110675808,0.375122429,0.327130264,0.187071499,12,8,0.269,0.376,0.086,0.074,0.236,12,3.55,9519,3650,b,0.092,191.187439
1049,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.411,0.084,0.241,0.077,0.527,0.244,0.158,0.069,0.49,0.413,0.007,0.016,0.239520958,0.369261477,0.28243513,0.108782435,13,11,0.356,0.279,0.154,0.114,0.321,12,17.71,2349,2250,a,0.165,328.1326904
1051,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.443,0.076,0.294,0.138,0.513,0.239,0.188,0.079,0.228,0.666,0.01,0.006,0.166332665,0.343687375,0.333667335,0.156312625,12,12,0.317,0.416,0.135,0.093,0.306,10,37.2,2579,6420,b,0.114,359.3412476
1052,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.484,0.058,0.289,0.126,0.502,0.196,0.142,0.051,0,0.913,0,0.002,0.147524752,0.281188119,0.287128713,0.284158416,10,8,0.29,0.425,0.092,0.064,0.218,13,23.57,4110,2729,b,0.171,252.2023163
1054,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.49,0.051,0.3,0.134,0.519,0.19,0.222,0.202,0.176,0.582,0.011,0.03,0.120445344,0.252024291,0.29048583,0.337044534,10,11,0.225,0.144,0.098,0.084,0.229,11,12.61,1440,1289,a,0.129,201.6498413
1055,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.504,0.053,0.219,0.046,0.501,0.28,0.109,0.315,0.05,0.594,0.009,0.05,0.171514544,0.238716148,0.273821464,0.315947844,13,6,0.278,0.144,0.087,0.071,0.206,13,6.86,1730,2289,a,0.185,218.5836792
1056,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.516,0.033,0.161,0.075,0.505,0.244,0.185,0.011,0.011,0.966,0.008,0,0.092369478,0.364457831,0.321285141,0.22188755,13,11,0.346,0.179,0.093,0.102,0.311,11,51.35,1750,2150,b,0.212,244.9932251
1057,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.436,0.052,0.248,0.11,0.52,0.181,0.27,0.056,0.041,0.882,0.012,0,0.12248996,0.269076305,0.291164659,0.317269076,8,12,0.256,0.188,0.123,0.089,0.266,13,18.31,2550,1840,a,0.142,211.6612854
